                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.3542,                 11.068,                0.59628,                  2.706,                 2.1333,                0.25156,                0.44318,                0.22118,                0.07029,                      0,                      0,                      0,                      0,                 2.0316,                  9.757,                0.07677,                  2.077,                 1.9508,                0.00042,                0.00042,                0.00042
